acting	action	actor	actors	audience	back	bad	big	bit	cast	character	characters	comedy	completely	day	dialogue	director	doesn	effects	end	fact	film	find	fun	funny	girl	give	good	great	guy	hard	hollywood	home	interesting	john	kind	life	long	lot	love	make	man	minutes	money	movie	movies	original	part	people	performance	picture	place	plot	point	pretty	problem	real	reason	rest	role	scene	screen	script	sense	series	set	sex	show	special	star	story	supposed	takes	thing	time	watch	wife	woman	work	world	worst	year	years	young	american	black	city	death	ending	family	father	feel	high	job	men	mother	music	performances	TRUE	war	class
0	0	0	1.75777	1.75777	0	1.75777	0	0	0	0	0	0	0	0	0	1.75777	0	0	0	0	3.515541	0	0	0	0	1.75777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75777	0	0	0	0	0	0	1.75777	0	0	0	0	0	0	0	1.75777	1.75777	0	0	0	0	0	0	0	0	0	0	0	0	1.75777	3.515541	1.75777	0	1.75777	1.75777	0	1.75777	0	0	1.75777	0	0	0	0	0	0	0	0	0	0	1.75777	0	0	0	0	0	0
0	0	0	0	0	0	0	1.052872	1.052872	0	1.052872	0	0	0	1.052872	0	0	2.105743	0	0	0	0	0	0	0	0	0	0	0	1.052872	0	0	0	0	0	1.052872	3.158615	0	0	0	3.158615	1.052872	0	0	5.264358	0	0	0	1.052872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.052872	2.105743	1.052872	1.052872	0	1.052872	0	0	0	1.052872	0	1.052872	1.052872	1.052872	0	0	0	0	0	0	0	0	0	0	0	0	4.211487	0	0	0	0
0	0	0.926974	0	0	0	0	0.926974	0	0	0	0	0.926974	0.926974	1.853949	0	0	0.926974	0	0	0	0.926974	0	0	0.926974	0	0	2.780923	0.926974	0	0	0	0	0	0	0	0	0.926974	0	0	0	0	0	0	10.196718	0.926974	0.926974	0.926974	0.926974	0	1.853949	0.926974	0	0	0	0	0	0	0	0	0	0	0.926974	0	0.926974	0	0	0	0	0.926974	0	0	0	0.926974	0	0	0	0	0	0.926974	0	1.853949	0	0	0	0	0.926974	0	0.926974	0	0.926974	0	0	0	0	0	0	0	0	0	0
0	1.314836	0	0	0	1.314836	0	0	0	0	0	2.629671	0	0	1.314836	0	0	1.314836	0	0	0	7.889013	0	0	0	0	1.314836	0	0	0	2.629671	0	1.314836	0	1.314836	0	0	0	0	0	0	0	0	0	5.259342	0	0	1.314836	0	1.314836	0	0	1.314836	0	0	0	0	1.314836	1.314836	1.314836	0	0	0	0	0	0	0	0	0	1.314836	0	0	0	0	1.314836	2.629671	0	0	0	1.314836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.314836	1.314836	0	0	0
0	0	0	0	2.036935	2.036935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.036935	0	0	0	0	0	2.036935	0	2.036935	0	0	0	0	2.036935	2.036935	0	0	2.036935	4.073869	0	0	0	0	4.073869	2.036935	2.036935	0	0	2.036935	0	0	0	0	2.036935	0	0	0	0	0	0	0	0	0	2.036935	0	0	0	0	0	6.110804	0	0	0	0	0	0	0	0	2.036935	2.036935	0	0	2.036935	0	0	0	0	0	0	2.036935	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.568706	0.568706	0.568706	1.137412	0	0.568706	0	0.568706	0.568706	0	0	0	0.568706	1.137412	0	0	1.137412	3.980943	0	1.706118	3.980943	0.568706	0	0	0	0.568706	0.568706	0.568706	0	0.568706	0	0	0.568706	0	0.568706	0	0.568706	0	2.274825	1.137412	7.39318	0.568706	0	0	0.568706	0	0	0	1.706118	0	0	0	0.568706	0	0.568706	0	0	0.568706	1.706118	0	0	0	0	0.568706	0	0	0.568706	0	0.568706	1.137412	2.274825	0	0	0.568706	1.137412	0	0.568706	0	0	0	0	0	3.980943	0	0	0	0	0.568706	0.568706	0	0	0.568706	1.706118	0	0	0	0
0	1.073559	1.073559	0	1.073559	0	3.220676	3.220676	1.073559	2.147117	2.147117	0	3.220676	0	0	0	4.294235	0	0	0	1.073559	1.073559	0	0	0	0	0	0	0	0	0	0	0	0	1.073559	0	0	0	0	0	1.073559	0	0	0	1.073559	0	1.073559	0	0	0	0	0	1.073559	0	1.073559	0	0	0	0	0	2.147117	0	0	1.073559	0	1.073559	0	0	0	1.073559	2.147117	0	0	1.073559	0	1.073559	0	0	2.147117	0	0	0	1.073559	1.073559	0	0	0	0	0	0	0	0	0	0	0	1.073559	2.147117	0	0	0	0
1.518241	0	0	0	0	0	0	1.518241	0	0	0	1.518241	0	0	0	0	0	0	0	3.036483	0	0	1.518241	0	1.518241	0	1.518241	3.036483	0	0	0	0	0	0	0	0	1.518241	0	0	0	0	0	0	0	9.109448	0	0	0	1.518241	0	0	0	0	0	0	0	1.518241	0	1.518241	0	0	0	0	1.518241	0	0	0	1.518241	0	0	1.518241	0	0	0	0	0	0	0	1.518241	1.518241	0	0	0	0	0	0	0	0	0	0	0	0	0	1.518241	1.518241	0	0	0	0	0	0
0	0	0	0	0	2.097752	1.048876	0	0	0	0	0	0	1.048876	1.048876	0	0	1.048876	0	0	0	9.439883	0	0	0	0	0	4.195504	0	2.097752	0	0	0	0	0	0	0	1.048876	0	0	1.048876	0	0	0	0	0	0	0	0	0	1.048876	1.048876	1.048876	1.048876	1.048876	1.048876	0	0	0	0	0	0	0	0	0	0	1.048876	0	0	0	1.048876	0	0	1.048876	1.048876	0	0	1.048876	0	0	0	0	0	0	0	0	0	1.048876	0	0	0	0	0	1.048876	0	0	0	1.048876	0	0	0
2.237753	0	0	0	0	0	2.237753	0	0	0	2.237753	2.237753	0	0	0	0	0	2.237753	0	0	0	2.237753	0	0	0	0	0	0	2.237753	0	0	0	0	0	2.237753	0	0	0	0	0	0	2.237753	0	0	0	0	0	0	0	0	0	0	2.237753	0	0	2.237753	0	0	0	0	0	0	0	0	0	2.237753	0	0	0	0	6.713258	0	0	0	0	0	0	0	0	2.237753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.475505	0	0	0	2.237753	0	0
0	0	0	0	0	0	0	0	0	0	3.592815	1.796407	1.796407	0	0	0	0	0	0	3.592815	0	0	0	0	0	0	3.592815	0	0	1.796407	0	0	0	0	0	0	0	1.796407	0	3.592815	0	0	1.796407	0	1.796407	0	5.389222	0	0	0	3.592815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.796407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.592815	0	0	0	0	0	0	0
0	2.569211	0	0	0	0	0	2.569211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.569211	0	0	0	0	0	0	5.138422	2.569211	2.569211	0	2.569211	0	0	0	0	0	0	0	0	0	2.569211	0	0	2.569211	0	0	0	0	2.569211	0	0	2.569211	2.569211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.569211	0	0	0	0	0	0	5.138422	0	0	0	0	0	0	0	0	0	0
0	0	1.029558	0	0	0	4.118232	0	0	1.029558	0	0	0	0	0	0	0	0	0	0	0	7.206906	1.029558	0	0	0	0	2.059116	1.029558	0	0	0	0	0	1.029558	0	1.029558	0	0	0	1.029558	0	0	0	0	0	0	0	0	0	0	1.029558	1.029558	0	1.029558	0	0	0	0	1.029558	1.029558	1.029558	0	0	0	0	0	0	0	1.029558	0	0	0	0	1.029558	0	0	0	0	1.029558	1.029558	0	0	0	4.118232	0	2.059116	0	0	1.029558	0	0	1.029558	0	2.059116	0	0	0	1.029558	1.029558	0
0	0	0	0.734742	0	3.673711	2.204226	0.734742	2.204226	1.469484	0.734742	0.734742	0.734742	0	4.408453	0	0	0.734742	0	0.734742	0	2.938969	0	2.938969	0	0	1.469484	0.734742	1.469484	0	0	0.734742	0.734742	0	0.734742	0	0	0	0	0.734742	2.938969	1.469484	0	0	4.408453	0.734742	0.734742	0.734742	0	0.734742	0	0.734742	0.734742	1.469484	0	0	0	0	0	0	0	0.734742	0	0	0	0	0	0	0	0	2.204226	0	0.734742	2.204226	0.734742	1.469484	0	0	0.734742	1.469484	0	0	1.469484	0	0	0.734742	0	0	0	0	0	0	0.734742	0.734742	0	0	0	0	0	0	0
1.291967	0	1.291967	2.583934	0	1.291967	3.875901	1.291967	0	1.291967	0	0	0	0	1.291967	0	2.583934	0	0	2.583934	1.291967	5.167868	0	0	0	0	0	1.291967	0	0	0	0	0	0	1.291967	0	0	0	0	0	0	1.291967	0	0	3.875901	0	0	0	0	0	0	0	0	0	0	0	0	1.291967	1.291967	0	3.875901	0	2.583934	0	0	0	0	0	0	1.291967	1.291967	0	0	0	0	0	0	0	0	0	0	1.291967	0	1.291967	1.291967	0	1.291967	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.791165	0	0	0	0	1.58233	1.58233	0	0	0	0.791165	0.791165	0.791165	0	0	0	2.373495	0	0	0	0	4.74699	0	0	1.58233	0	0	0	0	0	0	1.58233	0	0	0.791165	0	0.791165	0	0.791165	0.791165	0.791165	0	0	0	4.74699	0.791165	0	0	0.791165	0	0	0	2.373495	0	0	0.791165	0.791165	0	0	0	0.791165	0.791165	0.791165	0	0	0	0	0	0	1.58233	0.791165	0.791165	0	0	5.538155	0	0	0	0.791165	0	0.791165	0.791165	0.791165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.724054	3.620272	0	0.724054	0	0	0	0	0	0.724054	1.448109	0.724054	0	0	0	1.448109	0	0	0	0	0.724054	0.724054	0.724054	0.724054	0.724054	0	0	4.344326	1.448109	0	0	0	0	0	0	0.724054	0	0	0	0	0	0	0.724054	0	7.964598	0.724054	0	0	0	0	0	0.724054	0.724054	0.724054	0	0	0.724054	0	0	0.724054	0	0	0	1.448109	0	0	0	0	0	0	0	0	0.724054	0.724054	1.448109	0	0	0.724054	0	0	0	0	0	0	0	0	0	0	1.448109	0	0	0	1.448109	0.724054	0	0	0	0	0	3.620272	0
0.816174	0	0	0.816174	1.632348	0.816174	2.448522	4.080871	0.816174	0	3.264697	0.816174	0	0.816174	0	0	0	0.816174	0	0.816174	0	0.816174	0	0	0	0	0	4.080871	0.816174	0	1.632348	0.816174	0	0.816174	0	0	0	0	0	0	3.264697	0	0	0	4.897045	0.816174	0	0	2.448522	0	1.632348	0	0	0.816174	0	0	0.816174	0	0	2.448522	0	0.816174	0.816174	0	0	0	2.448522	1.632348	0	0.816174	0.816174	2.448522	0	0.816174	1.632348	0	0	0	0	1.632348	0.816174	0	0	0.816174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.990559	4.952794	0	0	0	0	1.981117	0	0	0	0.990559	0.990559	0	0	0	0.990559	0	1.981117	0	0.990559	0.990559	4.952794	0	0	0	0	0	0.990559	0	3.962235	0	0	0	0	0	0	0	0.990559	0	0	1.981117	0.990559	0	0	0.990559	0.990559	0	0	0	0	0	0.990559	2.971676	0	0	0	0	0.990559	1.981117	0	0	0	0	0.990559	0	0	0	0.990559	0	0	0.990559	0	0.990559	0	0.990559	0	0	0	0.990559	0	0.990559	0	0	0	0.990559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.929729	0	0	0.929729	0	0	0	0	0	0	0.929729	0.929729	0	0.929729	0	0	0.929729	0	0	0.929729	0	9.297291	0	0	0	0	0	1.859458	0	0	0	0	0.929729	0	0	0	1.859458	0	0	0	0	0	1.859458	0.929729	0	0	0	0	0.929729	0	0	0	0	0	0	0	0	0	0	0.929729	0	0.929729	1.859458	0	0	0	0	0.929729	0	0	1.859458	0	0	1.859458	0.929729	0	0	0	0.929729	0.929729	0	0	0	0	0	0	0	0	0	0	0	0	0	0.929729	1.859458	0	0	0	0	0	0
0	0	0	0	0	0	1.430151	1.430151	0	0	0	1.430151	1.430151	0	0	0	0	0	0	0	0	0	0	0	1.430151	1.430151	0	0	0	0	0	0	5.720604	0	0	0	0	0	0	0	0	0	0	0	5.720604	0	0	0	0	0	0	1.430151	1.430151	0	0	0	0	0	0	1.430151	0	0	0	0	0	0	0	0	0	0	1.430151	0	0	1.430151	1.430151	0	0	4.290453	0	0	1.430151	0	1.430151	0	0	0	0	0	0	0	1.430151	0	0	0	0	4.290453	0	0	0	0	0
0	0	0	0	1.044925	0	0	1.044925	0	0	3.134776	1.044925	1.044925	0	0	0	0	1.044925	0	0	0	5.224627	0	0	1.044925	1.044925	0	0	0	0	0	0	0	1.044925	1.044925	0	0	0	0	0	0	0	1.044925	0	2.089851	0	0	0	2.089851	0	2.089851	0	2.089851	0	0	0	1.044925	0	0	1.044925	1.044925	0	2.089851	1.044925	0	0	0	0	0	0	0	0	0	1.044925	0	0	0	0	1.044925	2.089851	0	0	0	0	0	1.044925	0	0	0	0	0	1.044925	1.044925	0	0	1.044925	0	0	0	0	0
0	1.014849	0	1.014849	0	0	0	1.014849	0	0	0	2.029698	0	0	1.014849	0	1.014849	0	1.014849	1.014849	1.014849	7.103945	0	0	0	0	0	0	1.014849	3.044548	0	0	0	1.014849	0	2.029698	1.014849	0	0	1.014849	0	1.014849	0	0	6.089095	0	0	0	1.014849	0	0	0	0	1.014849	1.014849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.029698	0	0	0	0	0	0	0	0	2.029698	0	0	0	0	0	1.014849	0	0	0	0	1.014849	0	0	0	2.029698	0	0	0	0	0	0
0	1.270252	0	0	0	0	0	0	0	0	1.270252	0	0	0	0	0	0	0	0	3.810756	0	0	0	0	0	0	0	1.270252	0	0	0	0	0	1.270252	0	0	0	0	0	0	0	0	2.540504	0	3.810756	2.540504	0	0	6.351259	0	0	0	0	0	1.270252	2.540504	0	0	0	0	0	0	0	0	0	0	0	1.270252	0	1.270252	1.270252	0	0	0	2.540504	1.270252	1.270252	0	0	3.810756	0	0	2.540504	1.270252	0	0	0	0	2.540504	0	0	0	0	0	1.270252	0	0	0	0	0	0
0	1.041019	1.041019	0	2.082038	3.123057	2.082038	0	0	0	0	0	0	0	1.041019	0	1.041019	1.041019	0	0	1.041019	5.205095	0	0	0	0	0	3.123057	1.041019	0	0	1.041019	0	1.041019	0	1.041019	0	0	0	0	0	0	0	0	4.164076	1.041019	1.041019	0	0	0	1.041019	0	0	0	1.041019	0	0	1.041019	0	0	1.041019	1.041019	2.082038	0	1.041019	0	0	0	0	0	2.082038	0	0	0	1.041019	1.041019	0	0	1.041019	1.041019	0	0	0	1.041019	0	0	3.123057	3.123057	0	0	0	0	0	0	0	0	0	0	2.082038	0	0
0	0	0	1.118876	1.118876	0	0	1.118876	0	1.118876	1.118876	6.713258	2.237753	0	0	1.118876	0	1.118876	0	0	1.118876	4.475505	0	0	0	1.118876	0	0	0	0	0	0	0	0	0	0	0	0	0	1.118876	3.356629	0	0	0	1.118876	0	0	0	1.118876	0	0	0	1.118876	0	0	0	0	1.118876	0	0	1.118876	3.356629	0	0	0	0	1.118876	0	0	2.237753	2.237753	0	0	0	1.118876	0	0	0	0	0	0	1.118876	0	1.118876	0	0	0	0	0	0	0	0	1.118876	0	0	1.118876	0	0	0	0	0
0	0	0	0	0	0.977438	0.977438	0	0	0	1.954876	0	0	0.977438	0	0	0.977438	0.977438	0	0.977438	0	0	0	0	0	0	0	0.977438	0	0	0	0.977438	0	0	0	0	0	0	0.977438	0	0	0.977438	0	0.977438	4.887191	0.977438	0	0	0.977438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.977438	4.887191	0	0	0	0.977438	0	0	2.932314	0	0	0.977438	1.954876	0	0	0	0	0	0	0	0	0	0	0.977438	0	0	0	0	0.977438	0.977438	0	0	0	0	0	0
0	0	0	0	1.249596	0	1.249596	0	0	0	1.249596	0	0	0	0	0	0	0	0	0	0	9.996768	0	0	0	0	0	0	1.249596	0	0	0	0	0	1.249596	0	0	0	0	0	2.499192	0	0	0	0	0	0	1.249596	0	0	1.249596	0	1.249596	2.499192	0	0	0	0	0	0	0	0	2.499192	0	0	0	0	0	0	0	1.249596	0	0	0	1.249596	0	0	0	0	0	0	0	0	0	1.249596	0	0	0	0	0	0	0	2.499192	0	0	0	1.249596	1.249596	0	0	0
2.764613	0	0	0	0	0	0	0	0	2.764613	0	0	0	0	0	0	2.764613	2.764613	2.764613	0	0	0	0	0	0	0	2.764613	0	0	0	0	0	0	0	0	0	0	2.764613	0	0	0	0	0	0	2.764613	0	0	0	0	0	0	0	0	0	0	0	2.764613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.764613	0	0	0	0	0	0	0	2.764613	2.764613	0	0	2.764613	0	0	0	0	0	0	2.764613	0	0	2.764613	0	0	0	0
0	0	0	0	1.133631	0	0	0	0	2.267263	0	4.534526	2.267263	0	0	1.133631	0	1.133631	0	4.534526	0	3.400894	1.133631	0	1.133631	1.133631	0	1.133631	0	1.133631	0	0	0	0	0	1.133631	1.133631	1.133631	0	0	1.133631	0	0	0	1.133631	4.534526	0	1.133631	0	0	0	0	1.133631	0	0	0	0	0	0	1.133631	0	2.267263	0	0	0	0	0	1.133631	0	1.133631	1.133631	0	0	1.133631	0	0	0	0	2.267263	0	1.133631	1.133631	0	2.267263	0	0	0	0	0	0	1.133631	0	0	0	0	0	0	0	0	0	0
1.193194	0	0	1.193194	0	1.193194	0	0	0	0	1.193194	1.193194	0	1.193194	0	0	0	2.386388	0	0	0	7.159163	1.193194	0	0	0	1.193194	2.386388	0	0	2.386388	0	0	0	0	0	2.386388	1.193194	0	0	0	0	0	2.386388	0	2.386388	1.193194	0	1.193194	0	1.193194	1.193194	1.193194	0	0	0	0	0	0	0	0	1.193194	0	0	1.193194	0	0	0	0	1.193194	0	0	0	0	1.193194	0	0	0	1.193194	0	1.193194	2.386388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.750242	1.500484	0.750242	0	0.750242	0.750242	1.500484	2.250725	0.750242	0	3.000967	2.250725	0	0	0	0	0.750242	1.500484	1.500484	0	0	4.501451	0.750242	0.750242	0	0.750242	0	1.500484	0	0.750242	0	0	0	0	0	0	0	0	0.750242	0	3.751209	0	0	0	4.501451	0	0	0	0.750242	0	0.750242	0.750242	0.750242	0	0.750242	0.750242	0	0	1.500484	1.500484	0.750242	0	2.250725	0	0	0	0	0.750242	1.500484	0	0	0	0.750242	0.750242	0.750242	0	0	0	0.750242	1.500484	0	0.750242	2.250725	0	1.500484	0	3.000967	0	0	0	0	0.750242	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1.128648	1.128648	0	1.128648	2.257297	0	0	0	0	1.128648	0	0	0	1.128648	10.157835	0	1.128648	0	0	0	1.128648	0	0	1.128648	1.128648	0	2.257297	0	0	0	0	0	0	1.128648	0	0	0	1.128648	0	0	0	0	0	0	0	1.128648	0	0	1.128648	0	0	0	1.128648	0	1.128648	0	0	0	1.128648	0	1.128648	0	0	0	0	0	1.128648	0	1.128648	1.128648	0	1.128648	0	0	0	0	0	0	0	0	0	1.128648	0	0	0	0	0	0	0	0	1.128648	0	0	0
0	0	2.008445	2.008445	0	0	0	0	0	0	2.008445	0	0	0	0	0	0	4.016889	0	0	0	4.016889	0	0	0	0	2.008445	2.008445	0	0	0	0	0	2.008445	0	0	0	0	4.016889	2.008445	2.008445	0	0	0	0	4.016889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.008445	0	0	0	0	0	0	2.008445	0	0	2.008445	0	0	0	2.008445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.12373	0	0	0	0	5.618652	2.247461	0	0	0	4.494922	0	0	0	0	0	0	0	0	1.12373	0	4.494922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.371191	0	0	0	1.12373	1.12373	2.247461	0	1.12373	0	0	1.12373	0	0	2.247461	0	0	1.12373	0	0	0	1.12373	0	2.247461	0	0	0	0	0	0	0	0	0	0	1.12373	0	0	0	0	0	0	0	3.371191	0	0	0	1.12373	0	0	0	0	0	0	0	1.12373	0	0	1.12373	0	1.12373	0	0	0	0	0
0	0	0	0	0.73338	0	2.200141	0	0	0	1.46676	0	0.73338	0	0	0	0	0	1.46676	0.73338	0	2.200141	0	0	0	0	0	0.73338	0.73338	0.73338	0	0	0	0	0	0	1.46676	0	0	5.133662	1.46676	2.200141	1.46676	0.73338	3.666901	0.73338	0.73338	0.73338	3.666901	0	0	0	0.73338	0	0	0.73338	0	0	0	0.73338	1.46676	0	0.73338	0.73338	0	0	0.73338	0	1.46676	0	2.200141	0	0	0.73338	1.46676	0	0	0	0.73338	0.73338	0.73338	0	0.73338	0	1.46676	0.73338	0	0	0	5.133662	0.73338	0.73338	0	0.73338	0	0.73338	0	0	0	0	0
0	0	0	0	0.73338	0.73338	0	2.200141	0	0	1.46676	2.933521	0	1.46676	0	0	0.73338	2.200141	0	2.200141	0.73338	9.533943	0	0	0	0	0	2.200141	0	0	0	0	0	0.73338	0	0	0.73338	0.73338	0	0	0.73338	0	0	0	0.73338	0	0	0	0.73338	0	0	1.46676	0	0	0.73338	1.46676	0	0	0	0	0	0	0.73338	0	0	0	0	0	0	0	2.200141	0.73338	0.73338	0	0	0	0	0	1.46676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73338	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54293	0	0	3.08586	0	1.54293	3.08586	0	0	0	0	0	0	0	0	1.54293	0	0	3.08586	1.54293	4.628789	1.54293	0	7.714649	0	0	0	0	0	0	0	0	0	0	0	0	1.54293	1.54293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.08586	0	0	0	0	0	0	1.54293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54293	0	0
0	0	0	1.297572	1.297572	0	1.297572	0	0	0	0	2.595144	0.648786	0	0	0	0.648786	0.648786	1.946358	1.297572	0.648786	8.434219	0	0	0	0	0.648786	0.648786	0.648786	0.648786	0.648786	0	0	0	0	0	0	0.648786	0	0	1.946358	0	0	0.648786	1.946358	0	0	0	0.648786	0.648786	0	0	3.892717	0	0	0	0.648786	0	0	0.648786	0	0.648786	2.595144	0	0	0	0	0	1.297572	2.595144	1.946358	0	1.297572	0	1.946358	0.648786	0	0	0.648786	0	0	0	0	0	0	0	0	0.648786	0	0	0	0	0.648786	0	0	0.648786	0.648786	0	0	0	0
0.59514	0	0	1.19028	0	0.59514	0.59514	2.38056	0	0	0.59514	0.59514	0	2.38056	0.59514	0	0	0.59514	1.19028	0	0	10.11738	0	0	0.59514	0.59514	0	1.19028	0.59514	0	0.59514	0	0	0	0	0	0	0	0.59514	0	1.19028	0.59514	0.59514	0	0.59514	0	0	0.59514	0	0	0	0	0	1.78542	0	0	0	0	0	0	0.59514	0	1.19028	0	0	0	0	0	0.59514	0	2.9757	0	0	1.19028	0	0	0	0	0.59514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1.299457	0	0	0	0	0	0	0	0	0	1.299457	9.096198	0	0	1.299457	0	0	0	0	0	0	0	2.598914	0	0	0	0	0	0	0	0	1.299457	0	1.299457	3.898371	1.299457	2.598914	0	0	0	0	0	0	0	0	1.299457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.299457	0	1.299457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1.610338	0	0	0	0	0	0	3.220676	0	0	1.610338	0	1.610338	1.610338	0	0	0	3.220676	0	0	0	0	1.610338	0	0	0	0	0	0	1.610338	0	0	0	1.610338	0	3.220676	1.610338	0	3.220676	0	4.831014	0	0	0	1.610338	1.610338	3.220676	0	1.610338	3.220676	0	0	1.610338	0	0	0	0	1.610338	0	0	0	0	0	1.610338	0	0	1.610338	0	1.610338	0	1.610338	0	0	0	1.610338	0	0	0	0	0	0	0	1.610338	0	0	0	0	1.610338	0	0	0	0	0	0	0	0	0
0.542735	0	0	0.542735	0	0.542735	0	0	0	1.628204	0.542735	0	1.085469	0	0.542735	0	3.799143	1.085469	0	0.542735	0	8.683756	1.085469	0.542735	1.085469	0	0.542735	3.256408	0	0	0	0	0	1.085469	0.542735	1.085469	1.085469	1.085469	0.542735	0.542735	0	0.542735	1.085469	1.085469	0.542735	0	0.542735	0	1.085469	0.542735	0	0	0.542735	0	0.542735	0	1.085469	0	0	0	0	0.542735	1.628204	0	0	1.085469	0	0.542735	0	0	1.628204	0	1.085469	0	0.542735	0.542735	0	0.542735	0.542735	0.542735	0.542735	0.542735	1.085469	0	0	0	0	0	2.170939	0	1.085469	0	0	0.542735	0.542735	0	0	0	0.542735	0	0
0	0	0	2.840369	0	0	0	0	0	0	0	0	0	0	0	0	0	1.420185	0	4.260554	1.420185	1.420185	0	0	0	0	0	2.840369	0	0	0	0	1.420185	0	0	0	0	0	1.420185	0	0	0	0	0	5.680739	1.420185	0	0	0	0	0	1.420185	0	0	0	0	1.420185	0	1.420185	2.840369	0	1.420185	0	0	0	0	0	0	0	0	4.260554	0	0	0	1.420185	0	0	0	0	0	0	0	0	0	0	0	0	0	4.260554	0	0	0	0	0	0	0	1.420185	0	0	0	0
0	0	0	0	0	1.164982	3.494946	0	0	1.164982	2.329964	1.164982	0	0	0	0	1.164982	1.164982	3.494946	1.164982	1.164982	3.494946	0	0	2.329964	0	0	2.329964	1.164982	0	0	0	0	0	0	1.164982	2.329964	0	0	0	1.164982	0	0	0	4.659928	0	0	0	2.329964	2.329964	0	0	1.164982	0	0	0	1.164982	0	0	2.329964	0	0	1.164982	0	0	0	0	0	2.329964	0	2.329964	0	2.329964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.164982	1.164982	0	0	0	0	1.164982	0	0	0	0	0	0	0
0	5.578375	1.859458	0	1.859458	0	0	0	0	0	3.718917	0	0	0	1.859458	1.859458	1.859458	0	0	0	0	0	0	0	0	0	0	1.859458	0	0	0	0	0	0	0	0	0	1.859458	0	0	0	0	0	0	5.578375	0	0	0	0	0	0	0	0	0	0	1.859458	1.859458	0	0	0	0	1.859458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1.133631	0	0	0	0	0	0	0	0	0	0	0	0	0	7.93542	0	0	0	0	0	0	0	0	0	2.267263	0	0	0	0	1.133631	0	0	1.133631	4.534526	0	0	4.534526	0	0	0	0	0	0	0	1.133631	0	0	0	0	1.133631	0	0	1.133631	0	0	0	1.133631	0	0	0	1.133631	0	0	2.267263	0	0	1.133631	0	0	1.133631	0	2.267263	0	0	0	0	0	1.133631	2.267263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1.338963	0	0	1.338963	0	0	0	1.338963	0	0	0	0	2.677926	0	2.677926	0	5.355852	0	0	1.338963	0	0	0	0	0	1.338963	0	1.338963	0	0	0	0	0	1.338963	0	6.694815	0	0	0	1.338963	0	0	0	0	0	0	0	0	0	0	1.338963	1.338963	0	0	0	2.677926	0	0	1.338963	0	1.338963	2.677926	1.338963	0	0	0	0	0	0	2.677926	0	0	0	0	0	1.338963	0	1.338963	0	0	0	0	0	0	0	0	0	0	1.338963	0	0	1.338963	0	1.338963	1.338963	0
